Data Set,Variable,Label,Type,Length,Format,Codelist Name,Origin,Derivation / Comments / Predecessor,Core Variable,Notes,XL Comments,,,,,,,,,,
ADSL,METLNG,BL.Metastatic Site:Lung,Char,1,$1.,NY,TU,Set to Y if subject has at least one record that TU.TULOC where ((TUORRES='TARGET' and TU.TUDTC <=TRTSDT) or (TUORRES='NON-TARGET' and VISIT='SCREENING')) and TU.TULOC ='LUNG'. Otherwise set to N.,,,,,,,,,,,,,
ADSL,METLYM,BL.Metastatic Site:Lymph Node,Char,1,$1.,NY,TU,Set to Y if subject has at least one record that TU.TULOC where ((TUORRES='TARGET' and TU.TUDTC <=TRTSDT) or (TUORRES='NON-TARGET' and VISIT='SCREENING')) and TU.TULOC contains ='LYMPH' or 'NODE' . Otherwise set to N.,,,,,,,,,,,,,
ADSL,METBON,BL. Metastatic Site:Bone,Char,1,$1.,NY,"TU, SUPPTU","Set to ""Y"" if subject has at least 1 record with 

(TU.TULOC contains  ('HUMERUS', 'RADIUS', 'ULNA', 'FEMUR', 'FIBULA', 'TIBIA', 'VERTEBRA', 'BONE', 'RIBS', 'SKULL', 'HIP', 'SPINAL CORD') or SUPPTU.QVAL where SUPPTU.QNAM=TLLOC contains ('HUMERUS', 'RADIUS', 'ULNA', 'FEMUR', 'FIBULA', 'TIBIA', 'VERTEBRA', 'BONE', 'RIBS', 'SKULL', 'HIP', ACETABULUM, ISCHIUM, BONY, RIGHT SCAPULA, OSSEOUS, SHOULDER BLADE, ILEUM, RIGHT JAW, STERNUM, SPINAL CORD, SPINAL COLUMN, LEFT SACRUM, LYTIC METASTASIS, GLENOID RIGHT, RIGHT SACRAL MASS, SCINTIGRAPHY, SIXTH RIGHT RIB, 7TH COAST, SCINTIGRAPHY))  and ((TU.TUORRES='TARGET' and TU.TUDTC <=TRTSDT) or ( TU.TUORRES in ('NON-TARGET' 'BONE LESION') and VISIT='SCREENING'))  
Otherwise set to N.
Exception: If  SUPPTU.QVAL where QNAM='TLLOC' contains the search term 'PARAVERTEBRAL' then this lesion is not a bone lesion. 


Otherwise, set to 'N'",,,,,,,,,,,,,
ADSL,METLIV,BL.Metastatic Site:Liver,Char,1,$1.,NY,TU,Set to Y if subject has at least one record that TU.TULOC where ((TUORRES='TARGET' and TU.TUDTC <=TRTSDT) or (TUORRES='NON-TARGET' and VISIT='SCREENING')) and TU.TULOC ='LIVER'  . Otherwise set to N.,,,,,,,,,,,,,
ADSL,METBRA,BL.Metastatic Site:Brain,Char,1,$1.,NY,TU,Set to Y if subject has at least one record that TU.TULOC where ((TUORRES='TARGET' and TU.TUDTC <=TRTSDT) or (TUORRES='NON-TARGET' and VISIT='SCREENING')) and TU.TULOC ='BRAIN'. Otherwise set to N.,,,,,,,,,,,,,
ADSL,METADR,BL.Metastatic Site:Adrenal,Char,1,$1.,NY,TU,Set to Y if subject has at least one record that TU.TULOC where ((TUORRES='TARGET' and TU.TUDTC <=TRTSDT) or (TUORRES='NON-TARGET' and VISIT='SCREENING')) and TU.TULOC ='ADRENAL GLAND' . Otherwise set to N.,,,,,,,,,,,,,
ADSL,METKID,BL.Metastatic Site:Kidney,Char,1,$1.,NY,TU,Set to Y if subject has at least one record that TU.TULOC where ((TUORRES='TARGET' and TU.TUDTC <=TRTSDT) or (TUORRES='NON-TARGET' and VISIT='SCREENING')) and TU.TULOC ='KIDNEY' . Otherwise set to N.,,,,,,,,,,,,,
ADSL,METPAN,BL.Metastatic Site:Pancreas,Char,1,$1.,NY,TU,Set to Y if subject has at least one record that TU.TULOC where ((TUORRES='TARGET' and TU.TUDTC <=TRTSDT) or (TUORRES='NON-TARGET' and VISIT='SCREENING')) and TU.TULOC ='PANCREAS' . Otherwise set to N.,,,,,,,,,,,,,
ADSL,METSPL,BL.Metastatic Site:Spleen,Char,1,$1.,NY,TU,Set to Y if subject has at least one record that TU.TULOC where ((TUORRES='TARGET' and TU.TUDTC <=TRTSDT) or (TUORRES='NON-TARGET' and VISIT='SCREENING')) and TU.TULOC ='SPLEEN'. Otherwise set to N.,,,,,,,,,,,,,
ADSL,METOTH,BL.Metastatic Sites: Other,Char,1,$1.,NY,TU,"Set to Y if
1.None of (METBON, METLNG,METLYM,METLIV,METBRA, METADR,METKID,METPAN,METSPL)=Y AND there is a non missing TU.TULOC or  SUPPTU.QVAL where SUPPTU.QNAM=TLLOC where ((TUORRES='TARGET' and TU.TUDTC <=TRTSDT) or (TUORRES='NON-TARGET' and VISIT='SCREENING'))  or 
2.if subject has at least one record that TU.TULOC where ((TUORRES='TARGET' and TU.TUDTC <=TRTSDT) or (TUORRES='NON-TARGET' and VISIT='SCREENING')) and TU.TULOC ='OTHER' . Otherwise set to N.",,,,,,,,,,,,,
